1780052460,117.98,88.87,516
1780052461,142.87,107.72,582
1780052462,126.16,91.76,550
1780052463,113.89,85.74,439
1780052464,125.68,89.56,483
1780052465,118.16,87.94,513
1780052466,142.36,103.13,573
1780052467,109.04,79.90,434
1780052468,122.90,88.80,500
1780052469,118.37,92.77,520
1780052470,119.79,93.49,534
1780052471,119.70,89.67,495
1780052472,130.66,96.96,592
1780052473,128.55,104.11,563
1780052474,137.08,107.33,631
1780052475,134.85,100.83,568
1780052476,132.97,101.83,618
1780052477,122.45,89.60,589
1780052478,154.61,105.11,569
1780052479,119.64,92.59,615
1780052480,126.70,93.35,548
1780052481,129.29,96.90,543
1780052482,128.87,96.74,566
1780052483,118.47,89.69,566
1780052484,119.60,91.13,511
1780052485,121.07,87.12,470
1780052486,124.61,92.94,480
1780052487,145.21,106.96,627
1780052488,133.87,105.64,677
1780052489,126.40,87.57,511
1780052490,122.05,92.17,507
1780052491,122.48,93.54,533
1780052492,116.22,89.74,490
1780052493,126.67,95.08,543
1780052494,134.77,102.95,568
1780052495,108.92,84.60,524
1780052496,122.74,96.87,624
1780052497,130.46,94.58,535
1780052498,134.51,106.58,684
1780052499,130.41,98.85,552
1780052500,110.29,83.18,528
1780052501,143.59,104.37,560
1780052502,123.67,94.48,498
1780052503,129.65,98.82,637
1780052504,140.53,102.28,606
1780052505,159.50,113.71,615
1780052506,109.59,80.25,517
1780052507,103.45,81.20,537
1780052508,120.26,88.10,501
1780052509,114.65,86.95,517
1780052510,116.39,88.88,552
1780052511,112.06,86.14,523
1780052512,124.13,91.36,559
1780052513,111.89,85.20,578
1780052514,122.51,91.12,552
1780052515,122.62,86.80,467
1780052516,129.67,92.93,532
1780052517,144.96,105.32,622
1780052518,107.58,85.70,469
1780052519,136.81,100.27,642
1780052520,139.03,98.74,592
1780052521,138.02,104.49,583
1780052522,119.28,91.35,536
1780052523,116.40,87.47,520
1780052524,125.30,96.32,503
1780052525,131.21,95.58,584
1780052526,123.42,89.18,483
1780052527,113.57,81.29,472
1780052528,131.30,92.48,431
1780052529,110.39,82.09,499
1780052530,141.90,99.99,520
1780052531,114.46,87.72,503
1780052532,132.16,100.67,604
1780052533,144.15,110.27,605
1780052534,112.33,87.41,551
1780052535,131.94,100.29,603
1780052536,132.24,96.58,531
1780052537,127.65,93.55,473
1780052538,118.97,83.61,433
1780052539,138.15,105.66,528
1780052540,138.24,101.97,546
1780052541,131.15,103.65,583
1780052542,145.97,108.77,550
1780052543,108.50,86.62,545
1780052544,146.33,105.85,507
1780052545,131.60,102.93,558
1780052546,154.14,106.79,621
1780052547,137.77,102.59,555
1780052548,144.21,102.66,565
1780052549,138.19,102.73,533
1780052550,132.61,101.84,612
1780052551,109.02,83.17,489
1780052552,127.92,97.11,582
1780052553,175.26,134.96,689
1780052554,153.64,118.72,731
1780052555,147.58,113.58,699
1780052556,143.39,107.06,717
1780052557,135.24,96.41,578
1780052558,128.97,97.72,546
1780052559,153.44,105.54,591
1780052560,152.75,117.37,620
1780052561,165.28,120.37,578
1780052562,140.20,102.39,545
1780052563,127.79,98.36,598
1780052564,132.88,106.39,597
1780052565,146.61,111.68,679
1780052566,159.93,118.18,698
1780052567,161.77,127.46,928
1780052568,163.15,119.59,694
1780052569,172.40,123.19,770
1780052570,165.74,111.74,641
1780052571,170.68,121.30,601
1780052572,152.55,114.31,686
1780052573,178.70,123.31,633
1780052574,176.22,119.76,619
1780052575,146.88,102.68,535
1780052576,143.89,102.00,542
1780052577,175.14,128.97,828
1780052578,150.56,107.12,548
1780052579,155.38,114.07,586
1780052580,146.25,114.18,643
1780052581,151.33,108.12,583
1780052582,180.02,138.11,784
1780052583,175.74,119.75,608
1780052584,182.03,130.12,620
1780052585,170.58,124.54,662
1780052586,150.19,120.16,682
1780052587,137.84,107.59,661
1780052588,177.29,149.56,867
1780052589,209.20,161.08,951
1780052590,151.86,112.95,636
1780052591,161.17,120.56,634
1780052592,162.47,114.54,575
1780052593,168.85,128.50,714
1780052594,148.63,115.36,657
1780052595,158.39,110.05,605
1780052596,150.36,110.52,594
1780052597,140.85,103.77,593
1780052598,166.29,111.83,570
1780052599,137.33,99.52,540
1780052600,163.88,116.30,655
1780052601,136.07,99.34,500
1780052602,136.59,103.12,556
1780052603,139.12,104.00,602
1780052604,139.60,108.57,636
1780052605,144.64,104.40,648
1780052606,147.27,108.36,597
1780052607,141.24,104.28,629
1780052608,132.24,98.86,648
1780052609,134.83,103.63,540
1780052610,136.08,102.69,570
1780052611,150.73,118.56,616
1780052612,126.86,93.64,540
1780052613,134.32,96.66,649
1780052614,158.01,122.49,645
1780052615,143.96,102.79,570
1780052616,145.62,103.02,601
1780052617,124.09,94.88,522
1780052618,140.78,100.92,537
1780052619,136.70,109.36,688
1780052620,131.78,101.85,567
1780052621,150.41,113.61,624
1780052622,122.66,93.53,522
1780052623,153.31,116.63,670
1780052624,132.32,96.03,562
1780052625,114.70,81.82,462
1780052626,125.23,88.68,469
1780052627,137.49,100.54,558
1780052628,146.35,105.06,593
1780052629,158.58,123.13,729
1780052630,144.61,110.78,714
1780052631,125.01,95.58,517
1780052632,118.46,86.33,520
1780052633,136.50,97.27,604
1780052634,128.56,92.81,488
1780052635,125.22,99.40,559
1780052636,135.99,95.35,560
1780052637,119.82,87.76,534
1780052638,131.24,95.91,588
1780052639,117.54,85.61,557
1780052640,128.61,93.00,480
1780052641,122.14,96.59,516
1780052642,115.32,90.77,500
1780052643,142.84,105.77,580
1780052644,140.71,109.74,692
1780052645,126.01,93.82,558
1780052646,143.37,106.83,569
1780052647,145.67,116.01,720
1780052648,178.84,135.05,718
1780052649,186.64,133.57,789
1780052650,144.79,106.77,588
1780052651,161.10,119.79,687
1780052652,128.59,95.95,584
1780052653,139.52,97.86,550
1780052654,135.94,103.04,550
1780052655,123.89,97.68,590
1780052656,131.97,99.68,567
1780052657,140.64,106.35,659
1780052658,125.50,94.99,523
1780052659,109.57,76.60,448
1780052660,117.24,91.94,614
1780052661,136.61,96.32,549
1780052662,122.35,90.40,534
1780052663,122.43,92.85,562
1780052664,119.66,92.09,503
1780052665,126.93,93.52,490
1780052666,182.97,143.10,777
1780052667,154.71,110.59,535
1780052668,117.73,83.49,470
1780052669,140.88,101.06,597
1780052670,141.08,104.12,527
1780052671,107.02,83.02,489
1780052672,108.93,81.60,480
1780052673,147.33,118.00,711
1780052674,127.53,101.90,647
1780052675,111.37,82.92,425
1780052676,140.46,100.92,578
1780052677,132.16,96.78,513
1780052678,138.07,102.96,569
1780052679,138.20,104.32,553
1780052680,118.21,90.15,547
1780052681,114.44,89.25,520
1780052682,154.71,114.43,783
1780052683,131.29,100.64,546
1780052684,115.87,89.19,583
1780052685,120.71,97.19,561
1780052686,128.40,89.02,502
1780052687,103.88,79.75,477
1780052688,122.58,99.13,582
1780052689,112.16,84.16,461
1780052690,120.42,91.60,519
1780052691,119.42,86.60,505
1780052692,115.80,81.96,413
1780052693,122.91,91.23,448
1780052694,115.50,86.30,466
1780052695,131.11,99.61,585
1780052696,124.13,92.27,626
1780052697,122.26,90.41,508
1780052698,112.94,81.53,546
1780052699,119.05,89.70,535
1780052700,121.17,87.21,456
1780052701,122.13,90.68,500
1780052702,105.51,79.61,490
1780052703,110.81,82.17,507
1780052704,104.89,76.76,456
1780052705,118.50,84.70,424
1780052706,120.16,87.15,499
1780052707,112.00,81.12,484
1780052708,108.38,83.47,553
1780052709,134.26,100.76,565
1780052710,125.53,96.22,643
1780052711,115.15,87.35,473
1780052712,97.15,75.49,499
1780052713,106.61,79.83,505
1780052714,102.11,78.02,477
1780052715,110.73,81.24,478
1780052716,123.74,90.11,505
1780052717,106.56,78.52,553
1780052718,107.38,76.90,420
1780052719,123.74,89.90,476
1780052720,123.86,92.05,561
1780052721,118.40,85.09,527
1780052722,122.79,87.93,479
1780052723,114.96,83.71,471
1780052724,102.58,77.16,515
1780052725,108.35,82.49,473
1780052726,120.40,91.59,592
1780052727,95.52,73.05,460
1780052728,106.20,82.88,456
1780052729,106.82,79.23,426
1780052730,96.80,72.87,480
1780052731,118.36,93.29,591
1780052732,108.99,84.90,460
1780052733,98.15,71.93,403
1780052734,104.66,80.72,547
1780052735,102.69,75.21,444
1780052736,107.01,90.15,632
1780052737,108.54,80.63,406
1780052738,103.57,78.21,508
1780052739,107.38,79.48,540
1780052740,132.96,99.07,528
1780052741,106.49,78.32,423
1780052742,105.92,77.15,493
1780052743,116.92,87.60,462
1780052744,110.95,80.71,467
1780052745,117.83,80.28,466
1780052746,117.04,88.40,524
1780052747,104.84,77.89,550
1780052748,120.37,92.22,516
1780052749,121.57,90.73,518
1780052750,99.33,76.01,495
1780052751,104.31,74.94,396
1780052752,111.86,86.53,516
1780052753,117.05,88.66,532
1780052754,102.83,73.93,456
1780052755,111.44,86.13,528
1780052756,121.33,87.87,454
1780052757,119.91,88.17,468
1780052758,139.30,101.78,604
1780052759,111.49,78.32,418
1780052760,119.53,85.58,573
1780052761,99.27,77.65,513
1780052762,114.97,84.32,458
1780052763,110.22,83.10,487
1780052764,109.47,83.68,461
1780052765,107.42,74.87,448
1780052766,112.35,85.79,474
1780052767,107.84,80.08,464
1780052768,107.49,86.39,558
1780052769,123.75,92.12,486
1780052770,103.07,75.98,414
1780052771,124.16,96.94,583
1780052772,112.15,90.54,532
1780052773,122.28,87.99,452
1780052774,126.51,97.62,528
1780052775,104.15,81.17,509
1780052776,119.05,91.75,540
1780052777,106.97,82.96,556
1780052778,123.05,90.73,468
1780052779,104.51,76.86,420
1780052780,94.24,72.41,461
1780052781,115.45,88.51,525
1780052782,100.60,77.94,457
1780052783,120.56,85.63,539
1780052784,129.13,91.77,532
1780052785,112.38,85.20,461
1780052786,120.65,88.12,548
1780052787,106.70,76.43,526
1780052788,104.39,76.74,404
1780052789,117.04,90.25,519
1780052790,104.18,82.59,513
1780052791,112.63,83.29,487
1780052792,110.49,85.66,461
1780052793,117.43,89.88,467
1780052794,108.84,84.40,476
1780052795,100.74,76.15,493
1780052796,110.21,84.62,508
1780052797,113.60,83.14,497
1780052798,123.65,96.14,743
1780052799,133.56,94.55,583
1780052800,115.83,84.58,476
1780052802,109.86,87.02,493
1780052803,105.71,80.24,420
1780052804,117.94,90.92,499
1780052805,114.37,82.37,429
1780052805,114.39,87.60,559
1780052806,115.56,84.85,474
1780052807,105.94,82.64,492
1780052808,112.35,86.26,553
1780052810,108.97,84.78,533
1780052811,115.28,93.03,603
1780052812,118.59,90.21,480
1780052813,125.16,99.10,610
1780052814,116.97,86.68,465
1780052815,120.74,90.40,590
1780052816,102.64,75.06,424
1780052817,106.51,80.58,555
1780052818,118.56,89.79,521
1780052819,107.51,77.07,450
1780052820,107.18,81.75,503
1780052821,121.29,87.08,461
1780052822,125.24,86.93,525
1780052823,121.35,89.33,471
1780052824,106.69,80.12,427
1780052825,112.43,86.55,558
1780052826,116.78,83.94,501
1780052827,122.29,95.16,605
1780052828,116.43,87.79,573
1780052829,120.01,95.69,536
1780052830,118.36,91.83,599
1780052831,123.27,85.21,471
1780052832,102.41,82.89,495
1780052833,114.26,82.47,527
1780052834,127.56,97.47,545
1780052835,134.14,99.71,559
1780052836,224.01,176.26,812
1780052837,331.63,244.18,1354
1780052838,340.21,253.27,1470
1780052839,265.02,210.42,1354
1780052840,416.56,291.22,1692
1780052841,375.18,296.22,1603
1780052842,286.24,211.90,1252
1780052843,370.07,277.17,1404
1780052844,337.07,241.31,1051
1780052845,287.41,197.17,938
1780052846,250.11,187.67,1031
1780052847,204.59,139.57,725
1780052848,204.42,141.47,761
1780052849,166.80,132.16,695
1780052850,128.08,96.00,561
1780052851,124.91,95.04,566
1780052852,119.21,88.65,478
1780052853,122.20,85.62,471
1780052854,111.51,80.69,435
1780052855,121.35,91.53,464
1780052856,111.79,85.82,542
1780052857,116.01,87.52,485
1780052858,109.45,80.09,479
1780052859,107.33,77.36,472
1780052860,113.23,92.60,508
1780052861,119.79,88.53,459
1780052862,118.55,90.12,459
1780052863,115.50,89.89,588
1780052864,105.07,78.66,441
1780052865,113.80,80.67,471
1780052866,119.69,90.63,492
1780052867,117.01,86.23,470
1780052868,116.13,86.53,530
1780052869,115.89,86.93,496
1780052870,138.12,101.87,542
1780052871,113.53,85.08,529
1780052872,106.80,76.04,422
1780052873,97.77,77.71,499
1780052874,104.07,72.36,421
1780052875,119.91,88.28,495
1780052876,121.11,93.25,565
1780052877,113.60,86.05,506
1780052878,127.11,90.33,460
1780052879,128.32,98.88,508
1780052880,111.98,88.97,544
1780052881,120.16,88.51,448
